Номер;;Статус;чтото;;Начисления;"Исходящие местные и переадре-
сация";;Исходящие МГ/МН;;SMS и MMS;GPRS и WAP;;Контент и голосовые услуги;Услуги в роуминге;;Квота;"Свобод-
ных сред-
ств по квоте";Фильтр;;еще;
79509754850;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509763187;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509764234;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509764712;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509770283;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509773528;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509775231;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509780821;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509780862;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509780961;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509801804;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509805778;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509807310;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509811843;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509813592;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509815027;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509819571;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509821159;;Активен;M2M единый 10_2022;;19,67;0;;0;;0;3,17;;0;0;;150;146,83;Без ограничений;;0;
79509826993;;Активен;M2M единый 10_2022;;15,23;0;;0;;0;0,38;;0;0;;150;149,62;Без ограничений;;0;
79509829110;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509831345;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509837422;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509838716;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 48;;
;;;;;;;;;;;;;;;;;;;;;
79509842968;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509843108;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509844870;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509854697;;Активен;M2M единый 10_2022;;35,42;0;;0;;0;20,57;;0;0;;150;129,43;Без ограничений;;0;
79509861760;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509878806;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509880671;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509885423;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509890654;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509897040;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509904977;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509907589;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509914899;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509923254;;Активен;M2M единый 10_2022;;15,87;0;;0;;0;1,02;;0;0;;150;148,98;Без ограничений;;0;
79509924066;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509929005;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509932889;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509937742;;Активен;M2M единый 10_2022;;16,5;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509952996;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509956146;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79509998608;;Активен;M2M единый 10_2022;;15,43;0;;0;;0;0,58;;0;0;;150;149,42;Без ограничений;;0;
79509998810;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535802569;;Активен;M2M единый 10_2022;;23,95;0;;0;;0;9,1;;0;0;;150;140,9;Без ограничений;;0;
79535803948;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 49;;
;;;;;;;;;;;;;;;;;;;;;
79535804214;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535808633;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535808898;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535817930;;Активен;M2M единый 10_2022;;15,52;0;;0;;0;0,67;;0;0;;150;149,33;Без ограничений;;0;
79535821264;;Активен;M2M единый 10_2022;;39,9;0;;0;;0;23,4;;0;0;;150;126,6;Без ограничений;;0;
79535830485;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535831154;;Активен;M2M единый 10_2022;;33,44;0;;0;;0;18,59;;0;0;;150;131,41;Без ограничений;;0;
79535836270;;Активен;M2M единый 10_2022;;18,01;0;;0;;0;3,16;;0;0;;150;146,84;Без ограничений;;0;
79535903707;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535904021;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535904641;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535905302;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535907686;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535910566;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535911080;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535912434;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535912680;;Активен;M2M единый 10_2022;;26,28;0;;0;;0;11,43;;0;0;;150;138,57;Без ограничений;;0;
79535913022;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535913700;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535915894;;Активен;M2M единый 10_2022;;30,32;0;;0;;0;15,47;;0;0;;150;134,53;Без ограничений;;0;
79535917468;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535917872;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535919300;;Активен;M2M единый 10_2022;;17,86;0;;0;;0;3,01;;0;0;;150;146,99;Без ограничений;;0;
79535920531;;Активен;M2M единый 10_2022;;35,79;0;;0;;0;20,94;;0;0;;150;129,06;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 50;;
;;;;;;;;;;;;;;;;;;;;;
79535920914;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535922073;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535923537;;Активен;M2M единый 10_2022;;14,93;0;;0;;0;0,08;;0;0;;150;149,92;Без ограничений;;0;
79535926180;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535927088;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535927640;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535933775;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535936682;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535938503;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535940525;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535941283;;Активен;M2M единый 10_2022;;21,32;0;;0;;0;4,82;;0;0;;150;145,18;Без ограничений;;0;
79535943432;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535944015;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535945609;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535945695;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535950795;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535951039;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535953240;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535954052;;Приостановлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535954799;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535954927;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535955061;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535955143;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535955860;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 51;;
;;;;;;;;;;;;;;;;;;;;;
79535956914;;Активен;M2M единый 10_2022;;31,14;0;;0;;0;16,29;;0;0;;150;133,71;Без ограничений;;0;
79535961304;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535961876;;Активен;M2M единый 10_2022;;16,99;0;;0;;0;2,14;;0;0;;150;147,86;Без ограничений;;0;
79535968051;;Активен;M2M единый 10_2022;;15,13;0;;0;;0;0,28;;0;0;;150;149,72;Без ограничений;;0;
79535969829;;Активен;M2M единый 10_2022;;39,41;0;;0;;0;24,56;;0;0;;150;125,44;Без ограничений;;0;
79535973768;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535989179;;Активен;M2M единый 10_2022;;18,68;0;;0;;0;3,83;;0;0;;150;146,17;Без ограничений;;0;
79535992764;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79535992818;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538463971;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538463998;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464596;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464608;;Активен;M2M единый 10_2022;;50,13;0;;0;;0;35,28;;0;0;;150;114,72;Без ограничений;;0;
79538464624;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464625;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464626;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464628;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464633;;Активен;M2M единый 10_2022;;66,21;0;;0;;0;51,36;;0;0;;150;98,64;Без ограничений;;0;
79538464641;;Активен;M2M единый 10_2022;;19,83;0;;0;;0;4,98;;0;0;;150;145,02;Без ограничений;;0;
79538464648;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464652;;Активен;M2M единый 10_2022;;20;0;;0;;0;5,15;;0;0;;150;144,85;Без ограничений;;0;
79538464653;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464668;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464681;;Активен;M2M единый 10_2022;;28,44;0;;0;;0;13,59;;0;0;;150;136,41;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 52;;
;;;;;;;;;;;;;;;;;;;;;
79538464688;;Активен;M2M единый 10_2022;;21,68;0;;0;;0;6,83;;0;0;;150;143,17;Без ограничений;;0;
79538464722;;Активен;M2M единый 10_2022;;25,75;0;;0;;0;10,9;;0;0;;150;139,1;Без ограничений;;0;
79538464743;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464768;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464776;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464782;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464822;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464894;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464912;;Активен;M2M единый 10_2022;;33,63;0;;0;;0;18,78;;0;0;;150;131,22;Без ограничений;;0;
79538464913;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464920;;Активен;M2M единый 10_2022;;2500;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538464957;;Активен;M2M единый 10_2022;;28,44;0;;0;;0;13,59;;0;0;;150;136,41;Без ограничений;;0;
79538464980;;Активен;M2M единый 10_2022;;23,89;0;;0;;0;9,04;;0;0;;150;140,96;Без ограничений;;0;
79538464988;;Активен;M2M единый 10_2022;;44,08;0;;0;;0;29,23;;0;0;;150;120,77;Без ограничений;;0;
79538465030;;Активен;M2M единый 10_2022;;17,27;0;;0;;0;2,42;;0;0;;150;147,58;Без ограничений;;0;
79538465041;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465044;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465052;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465201;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465220;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465284;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465295;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465338;;Активен;M2M единый 10_2022;;25,65;0;;0;;0;10,8;;0;0;;150;139,2;Без ограничений;;0;
79538465350;;Активен;M2M единый 10_2022;;26,36;0;;0;;0;11,51;;0;0;;150;138,49;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 53;;
;;;;;;;;;;;;;;;;;;;;;
79538465372;;Активен;M2M единый 10_2022;;28,92;0;;0;;0;14,07;;0;0;;150;135,93;Без ограничений;;0;
79538465468;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465478;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465488;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465496;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465516;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465528;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465536;;Активен;M2M единый 10_2022;;37,89;0;;0;;0;23,04;;0;0;;150;126,96;Без ограничений;;0;
79538465567;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465640;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465642;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538465648;;Активен;M2M единый 10_2022;;27,78;0;;0;;0;12,93;;0;0;;150;137,07;Без ограничений;;0;
79538466180;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538466183;;Активен;M2M единый 10_2022;;22,3;0;;0;;0;7,45;;0;0;;150;142,55;Без ограничений;;0;
79538466184;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538466256;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538466279;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538466285;;Активен;M2M единый 10_2022;;62,1;0;;0;;0;47,25;;0;0;;150;102,75;Без ограничений;;0;
79538466332;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484298;;Активен;M2M единый 10_2022;;2500;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484302;;Активен;M2M единый 10_2022;;2500;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484305;;Активен;M2M единый 10_2022;;35,58;0;;0;;0;35,58;;0;0;;150;114,42;Без ограничений;;0;
79538484308;;Активен;M2M единый 10_2022;;7,92;0;;0;;0;7,92;;0;0;;150;142,08;Без ограничений;;0;
79538484309;;Активен;M2M единый 10_2022;;5,31;0;;0;;0;5,31;;0;0;;150;144,69;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 54;;
;;;;;;;;;;;;;;;;;;;;;
79538484310;;Активен;M2M единый 10_2022;;12,13;0;;0;;0;12,13;;0;0;;150;137,87;Без ограничений;;0;
79538484314;;Активен;M2M единый 10_2022;;22,25;0;;0;;0;22,25;;0;0;;150;127,75;Без ограничений;;0;
79538484318;;Активен;M2M единый 10_2022;;7,6;0;;0;;0;7,6;;0;0;;150;142,4;Без ограничений;;0;
79538484320;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484324;;Активен;M2M единый 10_2022;;22,56;0;;0;;0;22,56;;0;0;;150;127,44;Без ограничений;;0;
79538484326;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484328;;Активен;M2M единый 10_2022;;80,1;0;;0;;0;80,1;;0;0;;150;69,9;Без ограничений;;0;
79538484329;;Активен;M2M единый 10_2022;;83,35;0;;0;;0;83,35;;0;0;;150;66,65;Без ограничений;;0;
79538484341;;Активен;M2M единый 10_2022;;16,7;0;;0;;0;16,7;;0;0;;150;133,3;Без ограничений;;0;
79538484346;;Активен;M2M единый 10_2022;;16,9;0;;0;;0;16,9;;0;0;;150;133,1;Без ограничений;;0;
79538484355;;Активен;M2M единый 10_2022;;29,22;0;;0;;0;29,22;;0;0;;150;120,78;Без ограничений;;0;
79538484357;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484360;;Активен;M2M единый 10_2022;;10,18;0;;0;;0;10,18;;0;0;;150;139,82;Без ограничений;;0;
79538484373;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484375;;Активен;M2M единый 10_2022;;6,67;0;;0;;0;6,67;;0;0;;150;143,33;Без ограничений;;0;
79538484380;;Активен;M2M единый 10_2022;;13,47;0;;0;;0;13,47;;0;0;;150;136,53;Без ограничений;;0;
79538484381;;Активен;M2M единый 10_2022;;37,35;0;;0;;0;37,35;;0;0;;150;112,65;Без ограничений;;0;
79538484383;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484384;;Активен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484387;;Активен;M2M единый 10_2022;;0,94;0;;0;;0;0,94;;0;0;;150;149,06;Без ограничений;;0;
79538484395;;Активен;M2M единый 10_2022;;48,29;0;;0;;0;48,29;;0;0;;150;101,71;Без ограничений;;0;
79538484402;;Активен;M2M единый 10_2022;;4,74;0;;0;;0;4,74;;0;0;;150;145,26;Без ограничений;;0;
79538484405;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484407;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 55;;
;;;;;;;;;;;;;;;;;;;;;
79538484413;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484415;;Активен;M2M единый 10_2022;;36,98;0;;0;;0;36,98;;0;0;;150;113,02;Без ограничений;;0;
79538484419;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484426;;Активен;M2M единый 10_2022;;14,06;0;;0;;0;14,06;;0;0;;150;135,94;Без ограничений;;0;
79538484427;;Активен;M2M единый 10_2022;;7,01;0;;0;;0;7,01;;0;0;;150;142,99;Без ограничений;;0;
79538484428;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484429;;Активен;M2M единый 10_2022;;9,44;0;;0;;0;9,44;;0;0;;150;140,56;Без ограничений;;0;
79538484430;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484442;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484461;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484463;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484465;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484467;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484468;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484470;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484471;;Активен;M2M единый 10_2022;;3,48;0;;0;;0;3,48;;0;0;;150;146,52;Без ограничений;;0;
79538484486;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484487;;Подготовлен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484491;;Активен;M2M единый 10_2022;;30,75;0;;0;;0;30,75;;0;0;;150;119,25;Без ограничений;;0;
79538484498;;Активен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484501;;Блокирован;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484511;;Активен;M2M единый 10_2022;;14,15;0;;0;;0;14,15;;0;0;;150;135,85;Без ограничений;;0;
79538484522;;Активен;M2M единый 10_2022;;7,96;0;;0;;0;7,96;;0;0;;150;142,04;Без ограничений;;0;
79538484523;;Активен;M2M единый 10_2022;;3,01;0;;0;;0;3,01;;0;0;;150;146,99;Без ограничений;;0;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Стр. 56;;
;;;;;;;;;;;;;;;;;;;;;
79538484528;;Активен;M2M единый 10_2022;;16,69;0;;0;;0;16,69;;0;0;;150;133,31;Без ограничений;;0;
79538484535;;Активен;M2M единый 10_2022;;17,82;0;;0;;0;2,97;;0;0;;150;147,03;Без ограничений;;0;
79538484538;;Активен;M2M единый 10_2022;;7,3;0;;0;;0;7,3;;0;0;;150;142,7;Без ограничений;;0;
79538484558;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484561;;Активен;M2M единый 10_2022;;3,86;0;;0;;0;3,86;;0;0;;150;146,14;Без ограничений;;0;
79538484562;;Активен;M2M единый 10_2022;;7,81;0;;0;;0;7,81;;0;0;;150;142,19;Без ограничений;;0;
79538484563;;Активен;M2M единый 10_2022;;37,36;0;;0;;0;37,36;;0;0;;150;112,64;Без ограничений;;0;
79538484565;;Активен;M2M единый 10_2022;;4,02;0;;0;;0;4,02;;0;0;;150;145,98;Без ограничений;;0;
79538484568;;Активен;M2M единый 10_2022;;0;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484576;;Активен;M2M единый 10_2022;;14,85;0;;0;;0;0;;0;0;;150;150;Без ограничений;;0;
79538484580;;Активен;M2M единый 10_2022;;10,41;0;;0;;0;10,41;;0;0;;150;139,59;Без ограничений;;0;
